Generation	NumSamples	Depth	TargetSampleSize	ActualSampleSize
10.019196	2	6	200	56
10.019196	2	7	200	56
10.019196	2	8	200	56
10.019196	2	9	200	56
10.019196	2	10	200	56
10.019196	2	0	2000	56
10.019196	2	1	2000	56
10.019196	2	2	2000	56
10.019196	2	3	2000	56
10.019196	2	4	2000	56
10.019196	2	5	2000	56
10.019196	2	6	2000	56
10.019196	2	7	2000	56
10.019196	2	8	2000	56
10.019196	2	9	2000	56
10.019196	2	10	2000	56
10.019196	4	0	400	112
10.019196	4	1	400	112
10.019196	4	2	400	112
10.019196	4	3	400	112
10.019196	4	4	400	112
10.019196	4	5	400	112
10.019196	4	6	400	112
10.019196	4	7	400	112
10.019196	4	8	400	112
10.019196	4	9	400	112
10.019196	4	10	400	112
10.019196	4	0	4000	112
10.019196	4	1	4000	112
10.019196	4	2	4000	112
10.019196	4	3	4000	112
10.019196	4	4	4000	112
10.019196	4	5	4000	112
10.019196	4	6	4000	112
10.019196	4	7	4000	112
10.019196	4	8	4000	112
10.019196	4	9	4000	112
10.019196	4	10	4000	112
20.037031	1	0	100	97
20.037031	1	1	100	97
20.037031	1	2	100	97
20.037031	1	3	100	97
20.037031	1	4	100	97
20.037031	1	5	100	97
20.037031	1	6	100	97
20.037031	1	7	100	97
20.037031	1	8	100	97
20.037031	1	9	100	97
20.037031	1	10	100	97
20.037031	1	0	1000	97
20.037031	1	1	1000	97
20.037031	1	2	1000	97
20.037031	1	3	1000	97
20.037031	1	4	1000	97
20.037031	1	5	1000	97
20.037031	1	6	1000	97
20.037031	1	7	1000	97
20.037031	1	8	1000	97
20.037031	1	9	1000	97
20.037031	1	10	1000	97
20.037031	2	0	200	194
20.037031	2	1	200	194
20.037031	2	2	200	194
20.037031	2	3	200	194
20.037031	2	4	200	194
20.037031	2	5	200	194
20.037031	2	6	200	194
20.037031	2	7	200	194
20.037031	2	8	200	194
20.037031	2	9	200	194
20.037031	2	10	200	194
20.037031	2	0	2000	194
20.037031	2	1	2000	194
20.037031	2	2	2000	194
20.037031	2	3	2000	194
20.037031	2	4	2000	194
20.037031	2	5	2000	194
20.037031	2	6	2000	194
20.037031	2	7	2000	194
20.037031	2	8	2000	194
20.037031	2	9	2000	194
20.037031	2	10	2000	194
20.037031	4	0	400	388
20.037031	4	1	400	388
20.037031	4	2	400	388
20.037031	4	3	400	388
20.037031	4	4	400	388
20.037031	4	5	400	388
20.037031	4	6	400	388
20.037031	4	7	400	388
20.037031	4	8	400	388
20.037031	4	9	400	388
20.037031	4	10	400	388
20.037031	4	0	4000	388
20.037031	4	1	4000	388
20.037031	4	2	4000	388
20.037031	4	3	4000	388
20.037031	4	4	4000	388
20.037031	4	5	4000	388
20.037031	4	6	4000	388
20.037031	4	7	4000	388
20.037031	4	8	4000	388
20.037031	4	9	4000	388
20.037031	4	10	4000	388
30.042812	1	0	100	100
30.042812	1	1	100	100
30.042812	1	2	100	100
30.042812	1	3	100	100
30.042812	1	4	100	100
30.042812	1	5	100	100
30.042812	1	6	100	100
30.042812	1	7	100	100
30.042812	1	8	100	100
30.042812	1	9	100	100
30.042812	1	10	100	100
30.042812	1	0	1000	210
30.042812	1	1	1000	210
30.042812	1	2	1000	210
30.042812	1	3	1000	210
30.042812	1	4	1000	210
30.042812	1	5	1000	210
30.042812	1	6	1000	210
30.042812	1	7	1000	210
30.042812	1	8	1000	210
30.042812	1	9	1000	210
30.042812	1	10	1000	210
30.042812	2	0	200	200
30.042812	2	1	200	200
30.042812	2	2	200	200
30.042812	2	3	200	200
30.042812	2	4	200	200
30.042812	2	5	200	200
30.042812	2	6	200	200
30.042812	2	7	200	200
30.042812	2	8	200	200
30.042812	2	9	200	200
30.042812	2	10	200	200
30.042812	2	0	2000	420
30.042812	2	1	2000	420
30.042812	2	2	2000	420
30.042812	2	3	2000	420
30.042812	2	4	2000	420
30.042812	2	5	2000	420
30.042812	2	6	2000	420
30.042812	2	7	2000	420
30.042812	2	8	2000	420
30.042812	2	9	2000	420
30.042812	2	10	2000	420
30.042812	4	0	400	400
30.042812	4	1	400	400
30.042812	4	2	400	400
30.042812	4	3	400	400
30.042812	4	4	400	400
30.042812	4	5	400	400
30.042812	4	6	400	400
30.042812	4	7	400	400
30.042812	4	8	400	400
30.042812	4	9	400	400
30.042812	4	10	400	400
30.042812	4	0	4000	840
30.042812	4	1	4000	840
30.042812	4	2	4000	840
30.042812	4	3	4000	840
30.042812	4	4	4000	840
30.042812	4	5	4000	840
30.042812	4	6	4000	840
30.042812	4	7	4000	840
30.042812	4	8	4000	840
30.042812	4	9	4000	840
30.042812	4	10	4000	840
40.046562	1	0	100	100
40.046562	1	1	100	100
40.046562	1	2	100	100
40.046562	1	3	100	100
40.046562	1	4	100	100
40.046562	1	5	100	100
40.046562	1	6	100	100
40.046562	1	7	100	100
40.046562	1	8	100	100
40.046562	1	9	100	100
40.046562	1	10	100	100
40.046562	1	0	1000	403
40.046562	1	1	1000	403
40.046562	1	2	1000	403
40.046562	1	3	1000	403
40.046562	1	4	1000	403
40.046562	1	5	1000	403
40.046562	1	6	1000	403
40.046562	1	7	1000	403
40.046562	1	8	1000	403
40.046562	1	9	1000	403
40.046562	1	10	1000	403
40.046562	2	0	200	200
40.046562	2	1	200	200
40.046562	2	2	200	200
40.046562	2	3	200	200
40.046562	2	4	200	200
40.046562	2	5	200	200
40.046562	2	6	200	200
40.046562	2	7	200	200
40.046562	2	8	200	200
40.046562	2	9	200	200
40.046562	2	10	200	200
40.046562	2	0	2000	806
40.046562	2	1	2000	806
40.046562	2	2	2000	806
40.046562	2	3	2000	806
40.046562	2	4	2000	806
40.046562	2	5	2000	806
40.046562	2	6	2000	806
40.046562	2	7	2000	806
40.046562	2	8	2000	806
40.046562	2	9	2000	806
40.046562	2	10	2000	806
40.046562	4	0	400	311
40.046562	4	1	400	311
40.046562	4	2	400	311
40.046562	4	3	400	314
40.046562	4	4	400	330
40.046562	4	5	400	352
40.046562	4	6	400	377
40.046562	4	7	400	396
40.046562	4	8	400	400
40.046562	4	9	400	400
40.046562	4	10	400	400
40.046562	4	0	4000	1299
40.046562	4	1	4000	1340
40.046562	4	2	4000	1386
40.046562	4	3	4000	1434
40.046562	4	4	4000	1483
40.046562	4	5	4000	1532
40.046562	4	6	4000	1579
40.046562	4	7	4000	1612
40.046562	4	8	4000	1612
40.046562	4	9	4000	1612
40.046562	4	10	4000	1612
50.049812	1	0	100	100
50.049812	1	1	100	100
50.049812	1	2	100	100
50.049812	1	3	100	100
50.049812	1	4	100	100
50.049812	1	5	100	100
50.049812	1	6	100	100
50.049812	1	7	100	100
50.049812	1	8	100	100
50.049812	1	9	100	100
50.049812	1	10	100	100
50.049812	1	0	1000	506
50.049812	1	1	1000	506
50.049812	1	2	1000	506
50.049812	1	3	1000	506
50.049812	1	4	1000	506
50.049812	1	5	1000	506
50.049812	1	6	1000	506
50.049812	1	7	1000	506
50.049812	1	8	1000	506
50.049812	1	9	1000	506
50.049812	1	10	1000	506
50.049812	2	0	200	200
50.049812	2	1	200	200
50.049812	2	2	200	200
50.049812	2	3	200	200
50.049812	2	4	200	200
50.049812	2	5	200	200
50.049812	2	6	200	200
50.049812	2	7	200	200
50.049812	2	8	200	200
50.049812	2	9	200	200
50.049812	2	10	200	200
50.049812	2	0	2000	1012
50.049812	2	1	2000	1012
50.049812	2	2	2000	1012
50.049812	2	3	2000	1012
50.049812	2	4	2000	1012
50.049812	2	5	2000	1012
50.049812	2	6	2000	1012
50.049812	2	7	2000	1012
50.049812	2	8	2000	1012
50.049812	2	9	2000	1012
50.049812	2	10	2000	1012
50.049812	4	0	400	320
50.049812	4	1	400	320
50.049812	4	2	400	320
50.049812	4	3	400	323
50.049812	4	4	400	338
50.049812	4	5	400	359
50.049812	4	6	400	383
50.049812	4	7	400	395
50.049812	4	8	400	400
50.049812	4	9	400	400
50.049812	4	10	400	400
50.049812	4	0	4000	1620
50.049812	4	1	4000	1661
50.049812	4	2	4000	1705
50.049812	4	3	4000	1752
50.049812	4	4	4000	1800
50.049812	4	5	4000	1849
50.049812	4	6	4000	1895
50.049812	4	7	4000	1934
50.049812	4	8	4000	2027
50.049812	4	9	4000	2024
50.049812	4	10	4000	2024
60.054382	1	0	100	4
60.054382	1	1	100	4
60.054382	1	2	100	4
60.054382	1	3	100	9
60.054382	1	4	100	28
60.054382	1	5	100	52
60.054382	1	6	100	77
60.054382	1	7	100	98
60.054382	1	8	100	100
60.054382	1	9	100	100
60.054382	1	10	100	100
60.054382	1	0	1000	83
60.054382	1	1	1000	126
60.054382	1	2	1000	175
60.054382	1	3	1000	235
60.054382	1	4	1000	291
60.054382	1	5	1000	342
60.054382	1	6	1000	390
60.054382	1	7	1000	524
60.054382	1	8	1000	540
60.054382	1	9	1000	540
60.054382	1	10	1000	540
60.054382	2	0	200	20
60.054382	2	1	200	20
60.054382	2	2	200	20
60.054382	2	3	200	28
60.054382	2	4	200	63
60.054382	2	5	200	110
60.054382	2	6	200	161
60.054382	2	7	200	194
60.054382	2	8	200	200
60.054382	2	9	200	200
60.054382	2	10	200	200
60.054382	2	0	2000	179
60.054382	2	1	2000	264
60.054382	2	2	2000	359
60.054382	2	3	2000	473
60.054382	2	4	2000	585
60.054382	2	5	2000	687
60.054382	2	6	2000	781
60.054382	2	7	2000	951
60.054382	2	8	2000	1080
60.054382	2	9	2000	1080
60.054382	2	10	2000	1080
60.054382	4	0	400	134
60.054382	4	1	400	134
60.054382	4	2	400	134
60.054382	4	3	400	147
60.054382	4	4	400	197
60.054382	4	5	400	264
60.054382	4	6	400	339
60.054382	4	7	400	392
60.054382	4	8	400	400
60.054382	4	9	400	400
60.054382	4	10	400	400
60.054382	4	0	4000	811
60.054382	4	1	4000	938
60.054382	4	2	4000	1077
60.054382	4	3	4000	1253
60.054382	4	4	4000	1423
60.054382	4	5	4000	1573
60.054382	4	6	4000	1714
60.054382	4	7	4000	1922
60.054382	4	8	4000	2160
60.054382	4	9	4000	2160
60.054382	4	10	4000	2160
70.058044	1	0	100	100
70.058044	1	1	100	100
70.058044	1	2	100	100
70.058044	1	3	100	100
70.058044	1	4	100	100
70.058044	1	5	100	100
70.058044	1	6	100	100
70.058044	1	7	100	100
70.058044	1	8	100	100
70.058044	1	9	100	100
70.058044	1	10	100	100
70.058044	1	0	1000	521
70.058044	1	1	1000	521
70.058044	1	2	1000	521
70.058044	1	3	1000	521
70.058044	1	4	1000	521
70.058044	1	5	1000	521
70.058044	1	6	1000	521
70.058044	1	7	1000	521
70.058044	1	8	1000	521
70.058044	1	9	1000	521
70.058044	1	10	1000	521
70.058044	2	0	200	103
70.058044	2	1	200	103
70.058044	2	2	200	103
70.058044	2	3	200	107
70.058044	2	4	200	125
70.058044	2	5	200	146
70.058044	2	6	200	172
70.058044	2	7	200	196
70.058044	2	8	200	200
70.058044	2	9	200	200
70.058044	2	10	200	200
70.058044	2	0	2000	604
70.058044	2	1	2000	646
70.058044	2	2	2000	692
70.058044	2	3	2000	746
70.058044	2	4	2000	797
70.058044	2	5	2000	848
70.058044	2	6	2000	895
70.058044	2	7	2000	930
70.058044	2	8	2000	1042
70.058044	2	9	2000	1042
70.058044	2	10	2000	1042
70.058044	4	0	400	109
70.058044	4	1	400	109
70.058044	4	2	400	109
70.058044	4	3	400	122
70.058044	4	4	400	174
70.058044	4	5	400	243
70.058044	4	6	400	317
70.058044	4	7	400	388
70.058044	4	8	400	400
70.058044	4	9	400	400
70.058044	4	10	400	400
70.058044	4	0	4000	769
70.058044	4	1	4000	894
70.058044	4	2	4000	1034
70.058044	4	3	4000	1194
70.058044	4	4	4000	1346
70.058044	4	5	4000	1498
70.058044	4	6	4000	1638
70.058044	4	7	4000	1744
70.058044	4	8	4000	2084
70.058044	4	9	4000	2084
70.058044	4	10	4000	2084
80.061272	1	0	100	13
80.061272	1	1	100	13
80.061272	1	2	100	13
80.061272	1	3	100	17
80.061272	1	4	100	33
80.061272	1	5	100	56
80.061272	1	6	100	81
80.061272	1	7	100	97
80.061272	1	8	100	100
80.061272	1	9	100	100
80.061272	1	10	100	100
80.061272	1	0	1000	93
80.061272	1	1	1000	133
80.061272	1	2	1000	182
80.061272	1	3	1000	246
80.061272	1	4	1000	313
80.061272	1	5	1000	362
80.061272	1	6	1000	409
80.061272	1	7	1000	445
80.061272	1	8	1000	563
80.061272	1	9	1000	563
80.061272	1	10	1000	563
80.061272	2	0	200	17
80.061272	2	1	200	17
80.061272	2	2	200	17
80.061272	2	3	200	26
80.061272	2	4	200	59
80.061272	2	5	200	105
80.061272	2	6	200	157
80.061272	2	7	200	195
80.061272	2	8	200	200
80.061272	2	9	200	200
80.061272	2	10	200	200
80.061272	2	0	2000	175
80.061272	2	1	2000	260
80.061272	2	2	2000	355
80.061272	2	3	2000	490
80.061272	2	4	2000	622
80.061272	2	5	2000	725
80.061272	2	6	2000	818
80.061272	2	7	2000	887
80.061272	2	8	2000	1126
80.061272	2	9	2000	1126
80.061272	2	10	2000	1126
80.061272	4	0	400	51
80.061272	4	1	400	51
80.061272	4	2	400	51
80.061272	4	3	400	69
80.061272	4	4	400	137
80.061272	4	5	400	230
80.061272	4	6	400	333
80.061272	4	7	400	390
80.061272	4	8	400	400
80.061272	4	9	400	400
80.061272	4	10	400	400
80.061272	4	0	4000	368
80.061272	4	1	4000	538
80.061272	4	2	4000	729
80.061272	4	3	4000	987
80.061272	4	4	4000	1227
80.061272	4	5	4000	1430
80.061272	4	6	4000	1618
80.061272	4	7	4000	1755
80.061272	4	8	4000	2247
80.061272	4	9	4000	2252
80.061272	4	10	4000	2252
90.063957	1	0	100	79
90.063957	1	1	100	79
90.063957	1	2	100	79
90.063957	1	3	100	81
90.063957	1	4	100	92
90.063957	1	5	100	90
90.063957	1	6	100	91
90.063957	1	7	100	95
90.063957	1	8	100	100
90.063957	1	9	100	100
90.063957	1	10	100	100
90.063957	1	0	1000	161
90.063957	1	1	1000	201
90.063957	1	2	1000	245
90.063957	1	3	1000	306
90.063957	1	4	1000	372
90.063957	1	5	1000	434
90.063957	1	6	1000	494
90.063957	1	7	1000	545
90.063957	1	8	1000	681
90.063957	1	9	1000	706
90.063957	1	10	1000	725
90.063957	2	0	200	119
90.063957	2	1	200	119
90.063957	2	2	200	119
90.063957	2	3	200	128
90.063957	2	4	200	160
90.063957	2	5	200	177
90.063957	2	6	200	184
90.063957	2	7	200	193
90.063957	2	8	200	200
90.063957	2	9	200	200
90.063957	2	10	200	200
90.063957	2	0	2000	282
90.063957	2	1	2000	365
90.063957	2	2	2000	461
90.063957	2	3	2000	594
90.063957	2	4	2000	734
90.063957	2	5	2000	863
90.063957	2	6	2000	985
90.063957	2	7	2000	1180
90.063957	2	8	2000	1348
90.063957	2	9	2000	1413
90.063957	2	10	2000	1450
90.063957	4	0	400	218
90.063957	4	1	400	218
90.063957	4	2	400	218
90.063957	4	3	400	235
90.063957	4	4	400	297
90.063957	4	5	400	340
90.063957	4	6	400	369
90.063957	4	7	400	387
90.063957	4	8	400	400
90.063957	4	9	400	400
90.063957	4	10	400	400
90.063957	4	0	4000	542
90.063957	4	1	4000	710
90.063957	4	2	4000	901
90.063957	4	3	4000	1169
90.063957	4	4	4000	1464
90.063957	4	5	4000	1744
90.063957	4	6	4000	1996
90.063957	4	7	4000	2385
90.063957	4	8	4000	2726
90.063957	4	9	4000	2854
90.063957	4	10	4000	2904
100.065453	1	0	100	100
100.065453	1	1	100	100
100.065453	1	2	100	100
100.065453	1	3	100	100
100.065453	1	4	100	95
100.065453	1	5	100	90
100.065453	1	6	100	89
100.065453	1	7	100	91
100.065453	1	8	100	96
100.065453	1	9	100	100
100.065453	1	10	100	100
100.065453	1	0	1000	253
100.065453	1	1	1000	289
100.065453	1	2	1000	328
100.065453	1	3	1000	377
100.065453	1	4	1000	441
100.065453	1	5	1000	507
100.065453	1	6	1000	572
100.065453	1	7	1000	635
100.065453	1	8	1000	683
100.065453	1	9	1000	814
100.065453	1	10	1000	829
100.065453	2	0	200	121
100.065453	2	1	200	121
100.065453	2	2	200	121
100.065453	2	3	200	132
100.065453	2	4	200	151
100.065453	2	5	200	175
100.065453	2	6	200	187
100.065453	2	7	200	193
100.065453	2	8	200	195
100.065453	2	9	200	200
100.065453	2	10	200	200
100.065453	2	0	2000	353
100.065453	2	1	2000	439
100.065453	2	2	2000	536
100.065453	2	3	2000	669
100.065453	2	4	2000	821
100.065453	2	5	2000	977
100.065453	2	6	2000	1115
100.065453	2	7	2000	1328
100.065453	2	8	2000	1422
100.065453	2	9	2000	1599
100.065453	2	10	2000	1657
100.065453	4	0	400	228
100.065453	4	1	400	228
100.065453	4	2	400	247
100.065453	4	3	400	300
100.065453	4	4	400	342
100.065453	4	5	400	366
100.065453	4	6	400	381
100.065453	4	7	400	385
100.065453	4	8	400	385
100.065453	4	9	400	400
100.065453	4	10	400	400
100.065453	4	0	4000	637
100.065453	4	1	4000	855
100.065453	4	2	4000	1024
100.065453	4	3	4000	1234
100.065453	4	4	4000	1472
100.065453	4	5	4000	1754
100.065453	4	6	4000	2032
100.065453	4	7	4000	2507
100.065453	4	8	4000	2765
100.065453	4	9	4000	3141
100.065453	4	10	4000	3200
110.067223	1	0	100	100
110.067223	1	1	100	100
110.067223	1	2	100	100
110.067223	1	3	100	100
110.067223	1	4	100	98
110.067223	1	5	100	93
110.067223	1	6	100	90
110.067223	1	7	100	90
110.067223	1	8	100	91
110.067223	1	9	100	96
110.067223	1	10	100	100
110.067223	1	0	1000	522
110.067223	1	1	1000	552
110.067223	1	2	1000	583
110.067223	1	3	1000	617
110.067223	1	4	1000	662
110.067223	1	5	1000	713
110.067223	1	6	1000	742
110.067223	1	7	1000	753
110.067223	1	8	1000	758
110.067223	1	9	1000	756
110.067223	1	10	1000	847
110.067223	2	0	200	155
110.067223	2	1	200	155
110.067223	2	2	200	155
110.067223	2	3	200	171
110.067223	2	4	200	187
110.067223	2	5	200	184
110.067223	2	6	200	190
110.067223	2	7	200	190
110.067223	2	8	200	191
110.067223	2	9	200	196
110.067223	2	10	200	200
110.067223	2	0	2000	658
110.067223	2	1	2000	742
110.067223	2	2	2000	841
110.067223	2	3	2000	967
110.067223	2	4	2000	1113
110.067223	2	5	2000	1253
110.067223	2	6	2000	1448
110.067223	2	7	2000	1505
110.067223	2	8	2000	1561
110.067223	2	9	2000	1588
110.067223	2	10	2000	1692
110.067223	4	0	400	355
110.067223	4	1	400	355
110.067223	4	2	400	355
110.067223	4	3	400	365
110.067223	4	4	400	368
110.067223	4	5	400	366
110.067223	4	6	400	374
110.067223	4	7	400	384
110.067223	4	8	400	392
110.067223	4	9	400	396
110.067223	4	10	400	400
110.067223	4	0	4000	1469
110.067223	4	1	4000	1637
110.067223	4	2	4000	1824
110.067223	4	3	4000	2079
110.067223	4	4	4000	2365
110.067223	4	5	4000	2651
110.067223	4	6	4000	2945
110.067223	4	7	4000	3097
110.067223	4	8	4000	3211
110.067223	4	9	4000	3204
110.067223	4	10	4000	3304
120.069542	1	0	100	100
120.069542	1	1	100	100
120.069542	1	2	100	100
120.069542	1	3	100	100
120.069542	1	4	100	98
120.069542	1	5	100	93
120.069542	1	6	100	90
120.069542	1	7	100	89
120.069542	1	8	100	93
120.069542	1	9	100	95
120.069542	1	10	100	100
120.069542	1	0	1000	573
120.069542	1	1	1000	604
120.069542	1	2	1000	633
120.069542	1	3	1000	668
120.069542	1	4	1000	702
120.069542	1	5	1000	727
120.069542	1	6	1000	743
120.069542	1	7	1000	754
120.069542	1	8	1000	761
120.069542	1	9	1000	760
120.069542	1	10	1000	852
120.069542	2	0	200	188
120.069542	2	1	200	188
120.069542	2	2	200	188
120.069542	2	3	200	193
120.069542	2	4	200	187
120.069542	2	5	200	185
120.069542	2	6	200	190
120.069542	2	7	200	189
120.069542	2	8	200	192
120.069542	2	9	200	195
120.069542	2	10	200	200
120.069542	2	0	2000	773
120.069542	2	1	2000	856
120.069542	2	2	2000	956
120.069542	2	3	2000	1083
120.069542	2	4	2000	1216
120.069542	2	5	2000	1330
120.069542	2	6	2000	1488
120.069542	2	7	2000	1542
120.069542	2	8	2000	1590
120.069542	2	9	2000	1591
120.069542	2	10	2000	1701
120.069542	4	0	400	289
120.069542	4	1	400	289
120.069542	4	2	400	305
120.069542	4	3	400	350
120.069542	4	4	400	377
120.069542	4	5	400	376
120.069542	4	6	400	386
120.069542	4	7	400	386
120.069542	4	8	400	380
120.069542	4	9	400	391
120.069542	4	10	400	401
120.069542	4	0	4000	1388
120.069542	4	1	4000	1600
120.069542	4	2	4000	1884
120.069542	4	3	4000	2174
120.069542	4	4	4000	2462
120.069542	4	5	4000	2671
120.069542	4	6	4000	2919
120.069542	4	7	4000	3103
120.069542	4	8	4000	3184
120.069542	4	9	4000	3187
120.069542	4	10	4000	3362
130.070816	1	0	100	23
130.070816	1	1	100	23
130.070816	1	2	100	36
130.070816	1	3	100	77
130.070816	1	4	100	98
130.070816	1	5	100	100
130.070816	1	6	100	100
130.070816	1	7	100	100
130.070816	1	8	100	91
130.070816	1	9	100	92
130.070816	1	10	100	100
130.070816	1	0	1000	104
130.070816	1	1	1000	183
130.070816	1	2	1000	294
130.070816	1	3	1000	409
130.070816	1	4	1000	549
130.070816	1	5	1000	601
130.070816	1	6	1000	671
130.070816	1	7	1000	733
130.070816	1	8	1000	743
130.070816	1	9	1000	763
130.070816	1	10	1000	840
130.070816	2	0	200	123
130.070816	2	1	200	123
130.070816	2	2	200	136
130.070816	2	3	200	172
130.070816	2	4	200	187
130.070816	2	5	200	193
130.070816	2	6	200	198
130.070816	2	7	200	199
130.070816	2	8	200	190
130.070816	2	9	200	192
130.070816	2	10	200	200
130.070816	2	0	2000	490
130.070816	2	1	2000	621
130.070816	2	2	2000	796
130.070816	2	3	2000	1001
130.070816	2	4	2000	1226
130.070816	2	5	2000	1350
130.070816	2	6	2000	1530
130.070816	2	7	2000	1565
130.070816	2	8	2000	1570
130.070816	2	9	2000	1595
130.070816	2	10	2000	1680
130.070816	4	0	400	224
130.070816	4	1	400	224
130.070816	4	2	400	266
130.070816	4	3	400	351
130.070816	4	4	400	382
130.070816	4	5	400	382
130.070816	4	6	400	388
130.070816	4	7	400	381
130.070816	4	8	400	384
130.070816	4	9	400	393
130.070816	4	10	400	400
130.070816	4	0	4000	1246
130.070816	4	1	4000	1510
130.070816	4	2	4000	1845
130.070816	4	3	4000	2194
130.070816	4	4	4000	2532
130.070816	4	5	4000	2757
130.070816	4	6	4000	3057
130.070816	4	7	4000	3078
130.070816	4	8	4000	3200
130.070816	4	9	4000	3268
130.070816	4	10	4000	3344
140.071533	1	0	100	27
140.071533	1	1	100	27
140.071533	1	2	100	41
140.071533	1	3	100	82
140.071533	1	4	100	99
140.071533	1	5	100	100
140.071533	1	6	100	100
140.071533	1	7	100	99
140.071533	1	8	100	90
140.071533	1	9	100	94
140.071533	1	10	100	100
140.071533	1	0	1000	106
140.071533	1	1	1000	186
140.071533	1	2	1000	295
140.071533	1	3	1000	412
140.071533	1	4	1000	566
140.071533	1	5	1000	622
140.071533	1	6	1000	693
140.071533	1	7	1000	751
140.071533	1	8	1000	742
140.071533	1	9	1000	760
140.071533	1	10	1000	836
140.071533	2	0	200	127
140.071533	2	1	200	127
140.071533	2	2	200	141
140.071533	2	3	200	175
140.071533	2	4	200	188
140.071533	2	5	200	192
140.071533	2	6	200	199
140.071533	2	7	200	199
140.071533	2	8	200	190
140.071533	2	9	200	193
140.071533	2	10	200	200
140.071533	2	0	2000	633
140.071533	2	1	2000	764
140.071533	2	2	2000	935
140.071533	2	3	2000	1120
140.071533	2	4	2000	1336
140.071533	2	5	2000	1403
140.071533	2	6	2000	1558
140.071533	2	7	2000	1585
140.071533	2	8	2000	1574
140.071533	2	9	2000	1590
140.071533	2	10	2000	1672
140.071533	4	0	400	327
140.071533	4	1	400	327
140.071533	4	2	400	341
140.071533	4	3	400	371
140.071533	4	4	400	372
140.071533	4	5	400	373
140.071533	4	6	400	385
140.071533	4	7	400	390
140.071533	4	8	400	385
140.071533	4	9	400	394
140.071533	4	10	400	400
140.071533	4	0	4000	1978
140.071533	4	1	4000	2192
140.071533	4	2	4000	2460
140.071533	4	3	4000	2647
140.071533	4	4	4000	2853
140.071533	4	5	4000	2944
140.071533	4	6	4000	3096
140.071533	4	7	4000	3200
140.071533	4	8	4000	3173
140.071533	4	9	4000	3271
140.071533	4	10	4000	3341
150.072098	1	0	100	38
150.072098	1	1	100	38
150.072098	1	2	100	56
150.072098	1	3	100	91
150.072098	1	4	100	100
150.072098	1	5	100	100
150.072098	1	6	100	100
150.072098	1	7	100	95
150.072098	1	8	100	89
150.072098	1	9	100	99
150.072098	1	10	100	100
150.072098	1	0	1000	117
150.072098	1	1	1000	203
150.072098	1	2	1000	318
150.072098	1	3	1000	441
150.072098	1	4	1000	567
150.072098	1	5	1000	632
150.072098	1	6	1000	701
150.072098	1	7	1000	716
150.072098	1	8	1000	753
150.072098	1	9	1000	853
150.072098	1	10	1000	830
150.072098	2	0	200	138
150.072098	2	1	200	138
150.072098	2	2	200	157
150.072098	2	3	200	186
150.072098	2	4	200	190
150.072098	2	5	200	190
150.072098	2	6	200	194
150.072098	2	7	200	194
